name,prefix,zone
Bosnia & Herzegovina-Fixed BIH_3873752,3873752,1312
Bosnia & Herzegovina-Fixed BIH_3873753,3873753,1312
Bosnia & Herzegovina-Fixed BIH_3873754,3873754,1312
Bosnia & Herzegovina-Fixed BIH_3873755,3873755,1312
Bosnia & Herzegovina-Fixed BIH_3873766,3873766,1312
Bosnia & Herzegovina-Fixed BIH_3873767,3873767,1312
Bosnia & Herzegovina-Fixed BIH_3873768,3873768,1312
Bosnia & Herzegovina-Fixed BIH_3873769,3873769,1312
Bosnia & Herzegovina-Fixed BIH_3873771,3873771,1312
Bosnia & Herzegovina-Fixed BIH_3873772,3873772,1312
Bosnia & Herzegovina-Fixed BIH_3873777,3873777,1312
Bosnia & Herzegovina-Fixed BIH_3873788,3873788,1312
Bosnia & Herzegovina-Fixed BIH_3873822,3873822,1312
Bosnia & Herzegovina-Fixed BIH_3873823,3873823,1312
Bosnia & Herzegovina-Fixed BIH_3873824,3873824,1312
Bosnia & Herzegovina-Fixed BIH_3873829,3873829,1312
Bosnia & Herzegovina-Fixed BIH_3873851,3873851,1312
Bosnia & Herzegovina-Fixed BIH_3873879,3873879,1312
Bosnia & Herzegovina-Fixed BIH_3873882,3873882,1312
Bosnia & Herzegovina-Fixed BIH_38739511,38739511,1312
Bosnia & Herzegovina-Fixed BIH_3874950,3874950,1312
Bosnia & Herzegovina-Fixed BIH_3874951,3874951,1312
Bosnia & Herzegovina-Fixed BIH_3874952,3874952,1312
Bosnia & Herzegovina-Fixed BIH_3874958,3874958,1312
Bosnia & Herzegovina-Fixed BIH_3874959,3874959,1312
Bosnia & Herzegovina-Fixed BIH_38750991,38750991,1312
Bosnia & Herzegovina-Fixed BIH_38751991,38751991,1312
Bosnia & Herzegovina-Fixed BIH_38752991,38752991,1312
Bosnia & Herzegovina-Fixed BIH_38753991,38753991,1312
Bosnia & Herzegovina-Fixed BIH_38753992,38753992,1312
Bosnia & Herzegovina-Fixed BIH_38754911,38754911,1312
Bosnia & Herzegovina-Fixed BIH_38755991,38755991,1312
Bosnia & Herzegovina-Fixed BIH_38755992,38755992,1312
Bosnia & Herzegovina-Fixed BIH_38756991,38756991,1312
Bosnia & Herzegovina-Fixed BIH_38757991,38757991,1312
Bosnia & Herzegovina-Fixed BIH_38758991,38758991,1312
Bosnia & Herzegovina-Fixed BIH_38759991,38759991,1312
Bosnia & Herzegovina-Fixed BIH_3877020,3877020,1312
Bosnia & Herzegovina-Fixed BIH_3877021,3877021,1312
Bosnia & Herzegovina-Fixed BIH_3877022,3877022,1312
Bosnia & Herzegovina-Fixed BIH_3877023,3877023,1312
Bosnia & Herzegovina-Fixed BIH_3877024,3877024,1312
Bosnia & Herzegovina-Fixed BIH_3877025,3877025,1312
Bosnia & Herzegovina-Fixed BIH_3877026,3877026,1312
Bosnia & Herzegovina-Fixed Mostar_3873049,3873049,1313
Bosnia & Herzegovina-Fixed Mostar_3873063,3873063,1313
Bosnia & Herzegovina-Fixed Mostar_3873064,3873064,1313
Bosnia & Herzegovina-Fixed Mostar_3873065,3873065,1313
Bosnia & Herzegovina-Fixed Mostar_3873070,3873070,1313
Bosnia & Herzegovina-Fixed Mostar_3873071,3873071,1313
Bosnia & Herzegovina-Fixed Mostar_3873073,3873073,1313
Bosnia & Herzegovina-Fixed Mostar_3873079,3873079,1313
Bosnia & Herzegovina-Fixed Mostar_3873080,3873080,1313
Bosnia & Herzegovina-Fixed Mostar_3873087,3873087,1313
Bosnia & Herzegovina-Fixed Mostar_3873171,3873171,1313
Bosnia & Herzegovina-Fixed Mostar_3873172,3873172,1313
Bosnia & Herzegovina-Fixed Mostar_3873173,3873173,1313
Bosnia & Herzegovina-Fixed Mostar_3873174,3873174,1313
Bosnia & Herzegovina-Fixed Mostar_3873175,3873175,1313
Bosnia & Herzegovina-Fixed Mostar_3873176,3873176,1313
Bosnia & Herzegovina-Fixed Mostar_3873177,3873177,1313
Bosnia & Herzegovina-Fixed Mostar_3873179,3873179,1313
Bosnia & Herzegovina-Fixed Mostar_3873280,3873280,1313
Bosnia & Herzegovina-Fixed Mostar_3873288,3873288,1313
Bosnia & Herzegovina-Fixed Mostar_3873289,3873289,1313
Bosnia & Herzegovina-Fixed Mostar_38733901,38733901,1313
Bosnia & Herzegovina-Fixed Mostar_38733902,38733902,1313
Bosnia & Herzegovina-Fixed Mostar_3873420,3873420,1313
Bosnia & Herzegovina-Fixed Mostar_3873421,3873421,1313
Bosnia & Herzegovina-Fixed Mostar_3873422,3873422,1313
Bosnia & Herzegovina-Fixed Mostar_3873424,3873424,1313
Bosnia & Herzegovina-Fixed Mostar_3873426,3873426,1313
Bosnia & Herzegovina-Fixed Mostar_3873427,3873427,1313
Bosnia & Herzegovina-Fixed Mostar_3873431,3873431,1313
Bosnia & Herzegovina-Fixed Mostar_3873435,3873435,1313
Bosnia & Herzegovina-Fixed Mostar_3873436,3873436,1313
Bosnia & Herzegovina-Fixed Mostar_3873450,3873450,1313
Bosnia & Herzegovina-Fixed Mostar_3873481,3873481,1313
Bosnia & Herzegovina-Fixed Mostar_3873482,3873482,1313
Bosnia & Herzegovina-Fixed Mostar_3873485,3873485,1313
Bosnia & Herzegovina-Fixed Mostar_38735901,38735901,1313
Bosnia & Herzegovina-Fixed Mostar_38735902,38735902,1313
Bosnia & Herzegovina-Fixed Mostar_3873631,3873631,1313
Bosnia & Herzegovina-Fixed Mostar_3873632,3873632,1313
Bosnia & Herzegovina-Fixed Mostar_3873633,3873633,1313
Bosnia & Herzegovina-Fixed Mostar_3873634,3873634,1313
Bosnia & Herzegovina-Fixed Mostar_3873635,3873635,1313
Bosnia & Herzegovina-Fixed Mostar_3873636,3873636,1313
Bosnia & Herzegovina-Fixed Mostar_3873637,3873637,1313
Bosnia & Herzegovina-Fixed Mostar_3873638,3873638,1313
Bosnia & Herzegovina-Fixed Mostar_3873639,3873639,1313
Bosnia & Herzegovina-Fixed Mostar_3873644,3873644,1313
Bosnia & Herzegovina-Fixed Mostar_3873648,3873648,1313
Bosnia & Herzegovina-Fixed Mostar_3873664,3873664,1313
Bosnia & Herzegovina-Fixed Mostar_3873665,3873665,1313
Bosnia & Herzegovina-Fixed Mostar_3873677,3873677,1313
Bosnia & Herzegovina-Fixed Mostar_3873678,3873678,1313
Bosnia & Herzegovina-Fixed Mostar_3873680,3873680,1313
Bosnia & Herzegovina-Fixed Mostar_3873681,3873681,1313
Bosnia & Herzegovina-Fixed Mostar_3873682,3873682,1313
Bosnia & Herzegovina-Fixed Mostar_3873685,3873685,1313
Bosnia & Herzegovina-Fixed Mostar_3873686,3873686,1313
Bosnia & Herzegovina-Fixed Mostar_3873687,3873687,1313
Bosnia & Herzegovina-Fixed Mostar_3873688,3873688,1313
Bosnia & Herzegovina-Fixed Mostar_3873689,3873689,1313
Bosnia & Herzegovina-Fixed Mostar_38737901,38737901,1313
Bosnia & Herzegovina-Fixed Mostar_38737902,38737902,1313
Bosnia & Herzegovina-Fixed Mostar_3873920,3873920,1313
Bosnia & Herzegovina-Fixed Mostar_3873938,3873938,1313
Bosnia & Herzegovina-Fixed Mostar_3873966,3873966,1313
Bosnia & Herzegovina-Fixed Mostar_3873967,3873967,1313
Bosnia & Herzegovina-Fixed Mostar_3873968,3873968,1313
Bosnia & Herzegovina-Fixed Mostar_3873969,3873969,1313
Bosnia & Herzegovina-Fixed Mostar_3873970,3873970,1313
Bosnia & Herzegovina-Fixed Mostar_3873971,3873971,1313
Bosnia & Herzegovina-Fixed Mostar_3873983,3873983,1313
Bosnia & Herzegovina-Fixed Mostar_3873984,3873984,1313
Bosnia & Herzegovina-Fixed Mostar_3873985,3873985,1313
Bosnia & Herzegovina-Fixed Mostar_3874974,3874974,1313
Bosnia & Herzegovina-Fixed Mostar_3874975,3874975,1313
Bosnia & Herzegovina-Fixed Mostar_3874976,3874976,1313
Bosnia & Herzegovina-Fixed Mostar_38751901,38751901,1313
Bosnia & Herzegovina-Fixed Mostar_38751902,38751902,1313
Bosnia & Herzegovina-Fixed SRPSKE_38730481,38730481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38730482,38730482,1314
Bosnia & Herzegovina-Fixed SRPSKE_38730488,38730488,1314
Bosnia & Herzegovina-Fixed SRPSKE_38731481,38731481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38731488,38731488,1314
Bosnia & Herzegovina-Fixed SRPSKE_38732481,38732481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38732482,38732482,1314
Bosnia & Herzegovina-Fixed SRPSKE_38732488,38732488,1314
Bosnia & Herzegovina-Fixed SRPSKE_38733981,38733981,1314
Bosnia & Herzegovina-Fixed SRPSKE_38733982,38733982,1314
Bosnia & Herzegovina-Fixed SRPSKE_38733983,38733983,1314
Bosnia & Herzegovina-Fixed SRPSKE_38733988,38733988,1314
Bosnia & Herzegovina-Fixed SRPSKE_38734481,38734481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38734483,38734483,1314
Bosnia & Herzegovina-Fixed SRPSKE_38734488,38734488,1314
Bosnia & Herzegovina-Fixed SRPSKE_38735481,38735481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38735482,38735482,1314
Bosnia & Herzegovina-Fixed SRPSKE_38735483,38735483,1314
Bosnia & Herzegovina-Fixed SRPSKE_38735484,38735484,1314
Bosnia & Herzegovina-Fixed SRPSKE_38735488,38735488,1314
Bosnia & Herzegovina-Fixed SRPSKE_38736981,38736981,1314
Bosnia & Herzegovina-Fixed SRPSKE_38736982,38736982,1314
Bosnia & Herzegovina-Fixed SRPSKE_38736988,38736988,1314
Bosnia & Herzegovina-Fixed SRPSKE_38737981,38737981,1314
Bosnia & Herzegovina-Fixed SRPSKE_38737982,38737982,1314
Bosnia & Herzegovina-Fixed SRPSKE_38737988,38737988,1314
Bosnia & Herzegovina-Fixed SRPSKE_38738481,38738481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38738488,38738488,1314
Bosnia & Herzegovina-Fixed SRPSKE_38739481,38739481,1314
Bosnia & Herzegovina-Fixed SRPSKE_38739488,38739488,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874920,3874920,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874921,3874921,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874922,3874922,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874923,3874923,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874924,3874924,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874930,3874930,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874931,3874931,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874932,3874932,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874933,3874933,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874934,3874934,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874935,3874935,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874936,3874936,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874938,3874938,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874948,3874948,1314
Bosnia & Herzegovina-Fixed SRPSKE_3874949,3874949,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875021,3875021,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875022,3875022,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875023,3875023,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875024,3875024,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875025,3875025,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875026,3875026,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875027,3875027,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875028,3875028,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875029,3875029,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875032,3875032,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875036,3875036,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875037,3875037,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875042,3875042,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875043,3875043,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875046,3875046,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875048,3875048,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875049,3875049,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875120,3875120,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875121,3875121,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875122,3875122,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875123,3875123,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875124,3875124,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875125,3875125,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875126,3875126,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875127,3875127,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875128,3875128,1314
Bosnia & Herzegovina-Fixed SRPSKE_387513,387513,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875141,3875141,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875142,3875142,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875143,3875143,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875145,3875145,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875146,3875146,1314
Bosnia & Herzegovina-Fixed SRPSKE_38751470,38751470,1314
Bosnia & Herzegovina-Fixed SRPSKE_38751471,38751471,1314
Bosnia & Herzegovina-Fixed SRPSKE_38751477,38751477,1314
Bosnia & Herzegovina-Fixed SRPSKE_38751478,38751478,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875148,3875148,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875149,3875149,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875150,3875150,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875153,3875153,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875155,3875155,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875156,3875156,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875158,3875158,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875159,3875159,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875164,3875164,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875165,3875165,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875166,3875166,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875167,3875167,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875168,3875168,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875169,3875169,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875174,3875174,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875175,3875175,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875176,3875176,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875177,3875177,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875178,3875178,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875179,3875179,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875180,3875180,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875181,3875181,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875182,3875182,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875183,3875183,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875184,3875184,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875185,3875185,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875186,3875186,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875187,3875187,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875188,3875188,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875189,3875189,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875221,3875221,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875222,3875222,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875223,3875223,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875224,3875224,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875230,3875230,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875231,3875231,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875232,3875232,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875233,3875233,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875234,3875234,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875235,3875235,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875236,3875236,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875237,3875237,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875238,3875238,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875241,3875241,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875242,3875242,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875243,3875243,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875244,3875244,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875248,3875248,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875249,3875249,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875266,3875266,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875272,3875272,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875275,3875275,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875276,3875276,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875277,3875277,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875320,3875320,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875322,3875322,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875323,3875323,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875324,3875324,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875325,3875325,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875326,3875326,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875327,3875327,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875328,3875328,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875329,3875329,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875331,3875331,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875332,3875332,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875333,3875333,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875335,3875335,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875341,3875341,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875342,3875342,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875343,3875343,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875344,3875344,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875345,3875345,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875347,3875347,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875348,3875348,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875349,3875349,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875361,3875361,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875362,3875362,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875366,3875366,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875368,3875368,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875369,3875369,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875370,3875370,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875378,3875378,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875379,3875379,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875381,3875381,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875382,3875382,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875387,3875387,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875388,3875388,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875448,3875448,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875449,3875449,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875461,3875461,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875462,3875462,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875464,3875464,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875465,3875465,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875466,3875466,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875468,3875468,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875481,3875481,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875485,3875485,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875486,3875486,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875487,3875487,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875520,3875520,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875521,3875521,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875522,3875522,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875523,3875523,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875524,3875524,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875525,3875525,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875529,3875529,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875530,3875530,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875532,3875532,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875533,3875533,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875535,3875535,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875537,3875537,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875538,3875538,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875539,3875539,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875548,3875548,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875549,3875549,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875554,3875554,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875555,3875555,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875565,3875565,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875566,3875566,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875567,3875567,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875577,3875577,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875578,3875578,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875579,3875579,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875621,3875621,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875623,3875623,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875624,3875624,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875626,3875626,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875627,3875627,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875631,3875631,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875633,3875633,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875637,3875637,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875639,3875639,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875641,3875641,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875642,3875642,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875644,3875644,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875646,3875646,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875647,3875647,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875648,3875648,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875649,3875649,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875658,3875658,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875659,3875659,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875665,3875665,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875671,3875671,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875673,3875673,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875674,3875674,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875676,3875676,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875677,3875677,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875688,3875688,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875720,3875720,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875722,3875722,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875723,3875723,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875724,3875724,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875725,3875725,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875726,3875726,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875727,3875727,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875731,3875731,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875732,3875732,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875734,3875734,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875735,3875735,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875737,3875737,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875740,3875740,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875741,3875741,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875743,3875743,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875744,3875744,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875745,3875745,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875747,3875747,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875748,3875748,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875749,3875749,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875755,3875755,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875761,3875761,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875762,3875762,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875778,3875778,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875821,3875821,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875822,3875822,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875823,3875823,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875831,3875831,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875841,3875841,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875842,3875842,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875843,3875843,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875848,3875848,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875849,3875849,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875852,3875852,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875861,3875861,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875862,3875862,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875863,3875863,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875870,3875870,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875871,3875871,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875872,3875872,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875873,3875873,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875922,3875922,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875924,3875924,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875925,3875925,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875926,3875926,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875927,3875927,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875928,3875928,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875937,3875937,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875938,3875938,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875946,3875946,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875947,3875947,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875948,3875948,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875949,3875949,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875960,3875960,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875961,3875961,1314
Bosnia & Herzegovina-Fixed SRPSKE_3875962,3875962,1314
